Pacevičius,123
Macaitis,123
Šalkauskas,123
Kuprys,122
Naruševičius,122
Matusevičius,122
Stankūnas,122
Kalvaitis,122
Puidokas,121
Remeika,121
Petrikas,120
Žilius,120
Stasiūnas,120
Milius,120
Virbickas,120
Tamulevičius,119
Gutauskas,119
Kiškis,118
Narmontas,118
Valiulis,117
Grybas,117
Rudaitis,117
Stravinskas,117
Jurgaitis,116
Ruseckas,116
Markauskas,116
Grincevičius,116
Macijauskas,116
Rimavičius,116
Kontrimas,116
Dargis,116
Dagys,115
Labrencas,115
Poškus,115
Vosylius,115
Martišius,114
Šatas,114
Šakinis,114
Gulbinas,114
Vilkevičius,114
Arlauskas,114
Deksnys,113
Mikėnas,113
Galinis,113
Augustinas,113
Norkus,113
Kalvaitis,113
Jakimavičius,112
Franckevičius,112
Šiaulys,112
Jurgutis,112
Jankus,112
Vitkevičius,112
Staniulis,112
Lekavičius,111
Zdanavičius,111
Bakutis,111
Gustas,111
Anužis,111
Juchnevičius,111
Kasputis,110
Vrubliauskas,110
Simutis,110
Jurkšaitis,109
Šakalys,109
Lukošiūnas,109
Brazaitis,109
Grinius,109
Tamošauskas,109
Bajoras,109
Jaruševičius,108
Mejeris,108
Pilkauskas,108
Paplauskas,108
Gečas,108
Morkevičius,108
Čeponis,107
Domarkas,107
Laurinaitis,107
Tumėnas,107
Mačiulaitis,107
Gecevičius,106
Budrevičius,106
Makauskas,106
Minkevičius,106
Labanauskas,105
Radavičius,105
Buivydas,105
Bakšys,105
Norvaišas,105
Sutkus,104
Kybartas,104
Švedas,104
Šileika,103
Matulaitis,103
Daukšas,103
Norbutas,103
Tumas,102
Pakalnis,102
Kvedaravičius,102
Kalvelis,102
Janulis,102
Gerulis,102
Venskus,102
Preikšaitis,102
Šimkūnas,102
Atkočiūnas,102
Dombrauskas,102
Keršis,101
Baužys,100
Kundrotas,100
Žalys,100
Grybauskas,100
Balandis,100
Senkus,100
Adamavičius,99
Kudirka,99
Visockas,99
Valančius,99
Daunys,98
Purvinis,98
Černauskas,98
Jakas,98
Poška,98
Degutis,98
Lukšas,98
Žebrauskas,98
Jonikas,98
Daunaravičius,97
Miknevičius,97
Pavilas,97
Bekeris,97
Griškevičius,97
Bareikis,96
Hofmanas,96
Narvilas,96
Lukšys,96
Jocys,96
Bertulaitis,96
Musteikis,96
Barzda,96
Kiela,96
Kaunas,95
Barauskas,95
Vaivada,95
Maslauskas,95
Dapkus,95
Gudas,95
Rudokas,95
Ivanauskas,95
Jasaitis,95
Aleksiūnas,95
Raudys,95
Toleikis,94
Čižauskas,94
Klimkaitis,94
Masaitis,94
Povilonis,94
Kovaliauskas,93
Greičius,93
Žėkas,93
Gruodis,93
Jasevičius,93
Bačiulis,93
Žemaitaitis,93
Stanionis,93
Jackevičius,93
Baltrušis,93
Matutis,93
Remeikis,93
Novickas,92
Aleksa,92
Jacevičius,91
Staškevičius,91
Vaitkūnas,91
Leščinskas,91
Mineikis,91
Ulevičius,91
Tomkevičius,91
Aukštuolis,91
Taraškevičius,91
Maculevičius,91
Tydikas,90
Stasiulis,90
Mikalajūnas,90
Baltušis,90
Kačinskas,90
Romanauskas,90
Subačius,90
Mikšys,90
Valys,90
Arlauskas,90
Bielskis,90
Trinkūnas,90
Simaitis,90
Cibulskas,89
Muraška,89
Vainauskas,89
Sakalauskas,89
Jasas,89
Venclovas,89
Semėnas,89
Puodžius,89
Juzėnas,89
Drungilas,88
Ambrasas,88
Kapustas,88
Račkauskas,88
Bankauskas,88
Burneika,88
Šeštokas,87
Baublys,87
Petrošius,87
Zenkevičius,87
Valeika,87
Jonkus,87
Survila,87
Krikščiūnas,87
Palionis,87
Žutautas,87
Gražys,87
Lukša,87
Sungaila,86
Grigaravičius,86
Mazuras,86
Umbrasas,86
Repečka,86
Čiapas,86
Kuzmickas,85
Jaudžimas,85
Kurmis,85
Valatka,85
Mikuckas,85
Noreika,85
Klevas,85
Baltuška,85
Krauzė,85
Giedrys,85
Stepanavičius,85
Viršilas,85
Vaičius,84
Palubinskas,84
Karčauskas,84
Semaška,84
Mikulėnas,84
Augulis,84
Šaučiūnas,83
Banaitis,83
Petruškevičius,83
Sereika,83
Budreika,83
Ratkevičius,83
Zubavičius,83
Jančauskas,83
Andrulis,83
Rukas,82
Kazokas,82
Kuliešius,82
Valantinas,82
Pilipavičius,82
Čižas,81
Puzinas,81
Kuzma,81
Kučinskas,81
Končius,81
Petreikis,81
Bėrentas,81
Aleliūnas,81
Stukas,81
Budrikis,81
Daškevičius,80
Šeškas,80
Gedgaudas,80
Andrijauskas,80
Peldžius,80
Marcinkus,79
Kuršaitis,79
Jasinevičius,79
Jablonskas,79
Bortkevičius,79
Norkevičius,79
Šimėnas,79
Širvinskas,79
Pupelis,79
Baranauskas,78
Palaima,78
Serapinas,78
Mitkus,78
Makarevičius,78
Bitinas,78
Šaulys,78
Tiškevičius,77
Gedrimas,77
Valavičius,77
Mileris,77
Varna,77
Mažeikis,77
Paulius,77
Zubrickas,77
Šmitas,77
Bernotas,77
Pranevičius,77
Ruzgas,77
Šarka,77
Klovas,76
Kupčiūnas,76
Jusevičius,76
Masiliūnas,76
Buzas,76
Trečiokas,76
Paukštys,76
Čekavičius,76
Dilys,76
Gudavičius,76
Grinkevičius,76
Stonis,76
Ramanauskas,76
Čėsna,76
Laurynavičius,76
Česnauskas,76
Jucys,76
Chmieliauskas,75
Simonaitis,75
Stanys,75
Malakauskas,75
Laucius,75
Laukaitis,75
Bogdanavičius,75
Katkus,75
Ašmanas,75
Balaišis,75
Briedis,74
Martynaitis,74
Andriūnas,74
Matulionis,74
Gaigalas,74
Buntinas,74
Juozaitis,74
Valiukevičius,74
Vilutis,74
Stanaitis,74
Žiūkas,74
Korsakas,74
Vaišvilas,74
Rainys,74
Šileikis,73
Vaitekūnas,73
Stašys,73
Žeimys,73
Repšys,73
Grygulaitis,73
Valinčius,73
Bulota,73
Maskoliūnas,73
Vizgirdas,73
Meidus,73
Gelžinis,73
Litvinas,72
Čepaitis,72
Šlekys,72
Abromaitis,72
Margevičius,72
Žemgulys,72
Monkevičius,72
Dainauskas,72
Ambrazevičius,72
Adomonis,72
Gineika,72
Šneideraitis,72
Rimdeika,72
Kurauskas,72
Zakarevičius,72
Beliauskas,72
Kleinas,72
Narkūnas,71
Ūsas,71
Zakarauskas,71
Preikšas,71
Augutis,71
Bytautas,71
Piečius,71
Stropus,71
Karaliūnas,71
Žižys,71
Bartusevičius,71
Mažonas,71
Macevičius,71
Pauliukas,71
Babys,71
Duoblys,71
Žebrauskas,70
Kalėda,70
Margis,70
Meškauskas,70
Endriukaitis,70
Didžiulis,70
Maciulevičius,70
Gustaitis,70
Daraškevičius,70
Tautkus,70
Klimašauskas,70
Michalauskas,70
Žurauskas,70
Bilevičius,70
Augūnas,70
Vaičaitis,70
Lazdauskas,69
Stoškus,69
Mykolaitis,69
Vaičys,69
Žvinys,69
Žvinklys,69
Naujokaitis,69
Rudzevičius,69
Čepkauskas,69
Perkamas,69
Balevičius,69
Ryliškis,69
Guobys,69
Mankevičius,69
Drevinskas,68
Pakalniškis,68
Beržanskas,68
Lapinskas,68
Latvėnas,68
Barysas,68
Olšauskas,68
Benetis,68
Skėrys,68
Gurskas,68
Meilus,68
Paliulis,68
Kirstukas,68
Žičkus,68
Kraujalis,68
Sabaitis,68
Bakanauskas,67
Donėla,67
Barkus,67
Volungevičius,67
Juodka,67
Gailiūnas,67
Draugelis,67
Karosas,67
Kalpokas,67
Imbrasas,67
Aukštikalnis,67
Mikutis,67
Hermanas,67
Bražėnas,67
Burkauskas,67
Mickūnas,67
Brasas,67
Lukauskas,67
Bartaševičius,67
Dabkus,66
Mikolaitis,66
Grikšas,66
Bučys,66
Bakas,66
Songaila,66
Volodka,66
Buivydas,66
Tenikaitis,66
Abraitis,66
Rastenis,66
Budrius,66
Dabkus,66
Rudzinskas,65
Šapalas,65
Čereška,65
Miliūnas,65
Gadeikis,65
Junevičius,65
Daukantas,65
Budreckas,65
Jagelavičius,65
Levickas,65
Bučelis,65
Stočkus,65
Švarcas,64
Peleckas,64
Zaleckas,64
Kanapeckas,64
Stulpinas,64
Valužis,64
Rimas,64
Šlepikas,64
Janušas,64
Urbanas,64
Bruzdeilynas,64
Bražinskas,64
Tamaševičius,64
Andriukaitis,64
Dagilis,64
Šumskas,64
Liaudanskas,64
Vilkauskas,63
Bakanas,63
Kelpšas,63
Skukauskas,63
Davidavičius,63
Gudelis,63
Ambrazas,63
Gervė,63
Mačys,63
Danielius,63
Mertinaitis,63
Puišys,63
Mockaitis,63
Januševičius,63
Skučas,63
Liaudanskas,63
Banionis,63
Rokas,63
Bartašius,62
Mačiulskas,62
Jucevičius,62
Lukas,62
Svaras,62
Smailys,62
Beliūnas,62
Statkevičius,62
Janonis,62
Mališauskas,62
Poškevičius,62
Šulskas,62
Einikis,62
Gabrys,62
Auglys,62
Jagminas,62
Jurgaitis,61
Burbulis,61
Mažrimas,61
Černius,61
Grajauskas,61
Maksvytis,61
Plienis,61
Verbickas,61
Masilionis,61
Jonelaitis,61
Stirbys,61
Galvanauskas,61
Andruškevičius,61
Putrius,61
Žilaitis,61
Astrauskas,61
Petrutis,61
Petkūnas,61
Šlikas,60
Šlušnys,60
Nenartavičius,60
Katilius,60
Cirtautas,60
Kisielis,60
Nacevičius,60
Kuodis,60
Gavėnas,60
Stončius,60
Rinkūnas,60
Rupšys,60
Narvaišas,60
Lašas,60
Salys,60
Žilevičius,60
Jakavičius,60
Laukys,60
Sakavičius,60
Vizbaras,60
Kepalas,60
Rekašius,60
Širvys,59
Garšva,59
Garnys,59
Bužinskas,59
Dabkevičius,59
Kniūkšta,59
Kalvis,59
Kandrotas,59
Mikulskas,59
Voitkevičius,59
Paukštė,59
Goštautas,59
Vilkaitis,59
Jaras,59
Janušaitis,59
Saudargas,59
Jurkšas,59
Tarutis,59
Gvildys,59
Pareigis,59
Urbutis,59
Šablinskas,59
Keršys,59
Filipavičius,59
Kutka,58
Krušinskas,58
Kriugeris,58
Boreika,58
Rasimavičius,58
Povilaitis,58
Višinskas,58
Dainys,58
Dumbliauskas,58
Ežerskas,58
Vitkūnas,58
Gaidamavičius,58
Česnulevičius,58
Laurynaitis,58
Levinskas,58
Sankauskas,58
Židonis,58
Zabarauskas,58
Bajorinas,58
Starkus,58
Dubauskas,58
Jurėnas,58
Vinciūnas,58
Kuodys,57
Samoška,57
Dubinskas,57
Dirsė,57
Augustauskas,57
Keturakis,57
Koncevičius,57
Petraška,57
Mackus,57
Kairaitis,57
Motuzas,57
Povilavičius,57
Jokūbauskas,57
Dovydaitis,57
Bendoraitis,57
Jokšas,57
Šerkšnas,57
Gaižutis,57
Blyžė,57
Gaižauskas,57
Marozas,57
Tiškus,57
Jankauskas,57
Juodelis,57
Jančauskas,57
Naujalis,57
Snieška,56
Malūkas,56
Vidžiūnas,56
Šilgalis,56
Čaplikas,56
Zaranka,56
Augustinavičius,56
Talačka,56
Šablevičius,56
Venckūnas,56
Maželis,56
Bauža,56
Brazys,56
Dapkevičius,56
Labutis,56
Gurevičius,56
Dabkevičius,56
Kilius,56
Kiūpelis,56
Kupstas,56
Kavaliūnas,56
Dobkevičius,56
Pūkys,56
Žitkevičius,56
Bendigas,56
Armonas,56
Karalevičius,55
Ragelis,55
Būtėnas,55
Petrusevičius,55
Kišonas,55
Jašinskas,55
Vaišnoras,55
Daugintis,55
Urbanavičius,55
Bakaitis,55
Šaltenis,55
Narušis,55
Milaševičius,55
Šikšnius,55
Armalis,55
Krikštaponis,55
Bikulčius,55
Kavaliauskas,55
Viskontas,55
Račiūnas,55
Vilkelis,55
Malakauskas,55
Jagutis,55
Bormas,54
Valiūnas,54
Nomeika,54
Glemža,54
Kripas,54
Daukša,54
Samuolis,54
Piklapis,54
Grikštas,54
Šakys,54
Papendikis,54
Bliumas,54
Rumbutis,54
Pauliukevičius,54
Valionis,54
Maziliauskas,54
Kviklys,54
Juraška,54
Juškauskas,54
Dailidė,54
Dakševičius,54
Mataitis,53
Jasionis,53
Martuševičius,53
Konradas,53
Baltaduonis,53
Giedra,53
Lingys,53
Kūnas,53
Tamulionis,53
Mačionis,53
Ruškys,53
Riauba,53
Vaišvila,53
Janušis,53
Kulevičius,53
Stundžia,53
Barčas,53
Banelis,53
Pocys,53
Girčys,53
Andriušis,53
Mankus,52
Liekis,52
Atas,52
Vaičekauskas,52
Šilinskas,52
Šeškevičius,52
Virketis,52
Raudonis,52
Jokubauskas,52
Duoba,52
Šernas,52
Čekanavičius,52
Matuzevičius,52
Radžiūnas,52
Daugirdas,52
Pauža,52
Urniežius,52
Molis,52
Skirgaila,52
Pūkas,52
Stankaitis,52
Kuncevičius,52
Stalnionis,52
Pranckūnas,52
Žiogas,52
Biliūnas,52
Štaras,52
Budrikas,52
Kunickas,52
Redveikis,52
Beržinskas,51
Brazdeikis,51
Kapočius,51
Verseckas,51
Bliūdžius,51
Sadauskas,51
Kasiulis,51
Šalčius,51
Kurklietis,51
Katkevičius,51
Kaušas,51
Gurskas,51
Žilėnas,51
Apanavičius,51
Šiurkus,51
Bruožaitis,51
Simokaitis,51
Špokas,51
Ruginis,51
Jonavičius,51
Raškauskas,51
Steponaitis,51
Venckevičius,51
Kvaraciejus,51
Valikonis,51
Tyla,51
Tilvikas,51
Šeputis,51
Razma,51
Graužinis,50
Truncė,50
Baliūnas,50
Aleksiejus,50
Našlėnas,50
Valentinavičius,50
Jakšys,50
Girdauskas,50
Martusevičius,50
Bieliūnas,50
Šedys,50
Francas,50
Pauliukonis,50
Poška,50
Kaveckas,50
Micevičius,50
Bimba,50
Šleinius,50
Boreiša,50
Sutkaitis,50
Norvilas,50
Jurgilas,50
Abromavičius,50
Dargužis,50
Gumuliauskas,50
Ilčiukas,50
Sirutis,50
Daunoravičius,50
Ubartas,50
Černevičius,50
Žilionis,50
Dzikas,50
Senkevičius,50
Cibulskas,49
Mačernis,49
Vertelka,49
Kerulis,49
Avižienis,49
Pinkevičius,49
Miknius,49
Švelnys,49
Strakšys,49
Merkevičius,49
Pelakauskas,49
Brazinskas,49
Biveinis,49
Bastys,49
Endrėkus,49
Dobilas,49
Gataveckas,49
Daukša,49
Sabulis,49
Vitkauskas,49
Sabas,49
Jočys,49
Jonkauskas,49
Zubė,49
Gaidukevičius,49
Rožėnas,49
Zaveckas,49
Milkevičius,49
Gaidelis,49
Dulkė,49
Kašėta,49
Šukevičius,48
Gečys,48
Misiulis,48
Rusteika,48
Ilginis,48
Jasiulis,48
Juodvalkis,48
Poderys,48
Ganusauskas,48
Matuliauskas,48
Tarvydas,48
Šilinskas,48
Jablonskas,48
Česnavičius,48
Švilpa,48
Bulovas,48
Akelaitis,48
Paulaitis,48
Čekanauskas,48
Deringis,48
Jurganas,48
Arminas,48
Jakušaitis,48
Pikelis,48
Kuras,48
Masalskas,48
Šimanskas,48
Snarskas,48
Dalinkevičius,48
Matjukas,48
Jautakis,47
Daukšys,47
Lukaitis,47
Kudžma,47
Bernotavičius,47
Kilaitis,47
Švedavičius,47
Sarapinas,47
Lėbartas,47
Dilba,47
Abrutis,47
Macius,47
Butėnas,47
Gružauskas,47
Baravykas,47
Gudauskas,47
Juozėnas,47
Urbanas,47
Žigas,47
Mikutavičius,47
Keršulis,47
Laužius,47
Baleišis,47
Šumskas,47
Sriubas,47
Babrauskas,47
Germanavičius,47
Jermalavičius,47
Maksimavičius,47
Dirgėlas,47
Atkočaitis,47
Misius,47
Urnikis,47
Adamonis,47
Gedminas,47
Gužauskas,46
Žardininkas,46
Jurkštas,46
Vilūnas,46
Jokūbaitis,46
Valčiukas,46
Grižas,46
Rakickas,46
Raškevičius,46
Kibelka,46
Krasauskas,46
Kleinauskas,46
Biekša,46
Bartulis,46
Gilys,46
Lipskas,46
Žitkus,46
Latvys,46
Alseika,46
Indriūnas,46
Milevičius,46
Blažaitis,46
Galiauskas,46
Levickas,46
Pivoriūnas,46
Montvilas,46
Augustaitis,46
Stumbras,46
Šermukšnis,46
Lingė,46
Kleiza,46
Janulaitis,46
Andrijaitis,45
Žygelis,45
Melnikas,45
Orentas,45
Norkūnas,45
Raudonikis,45
Šliužas,45
Treinys,45
Mišeikis,45
Kardelis,45
Radzvilavičius,45
Jazbutis,45
Vaičikauskas,45
Zajančkauskas,45
Varnelis,45
Aidukas,45
Jakumaitis,45
Juravičius,45
Mulevičius,45
Šauklys,45
Matijošius,45
Gabalis,45
Varanavičius,45
Riauka,45
Peleckas,45
Leskauskas,45
Daugirda,45
Laureckas,45
Rastauskas,45
Pilvelis,45
Višniauskas,45
Meška,45
Eidukas,45
Bedarfas,45
Judickas,45
Jakubavičius,44
Kinderis,44
Lasys,44
Vaškelis,44
Vaitiekus,44
Šmigelskas,44
Ražanskas,44
Pavilonis,44
Kriukelis,44
Pečiūra,44
Gudžiūnas,44
Paltanavičius,44
Tamošauskas,44
Vabalas,44
Valatkevičius,44
Siniauskas,44
Gintautas,44
Lankutis,44
Petruševičius,44
Šatinskas,44
Zizas,44
Žakevičius,44
Kiaušas,44
Jonutis,44
Želnys,44
Stakauskas,44
Šaltis,44
Maleckas,44
Ambrazaitis,44
Zinevičius,44
Lemkė,44
Beresnevičius,44
Jakučionis,44
Vidugiris,44
Lipkė,44
Rickevičius,44
Kuprevičius,44
Barzdaitis,43
Kulvinskas,43
Masiokas,43
Šimas,43
Gabrilavičius,43
Rėklaitis,43
Mažuolis,43
Lapėnas,43
Palevičius,43
Belevičius,43
Grašys,43
Langė,43
Žala,43
Gražulis,43
Čižinauskas,43
Ulinskas,43
Fišeris,43
Petrokas,43
Gavelis,43
Bosas,43
Dereškevičius,43
Vėžys,43
Smilgevičius,43
Šuopys,43
Žulys,43
Jodelis,43
Valenta,43
Kazanavičius,43
Petniūnas,43
Bložė,43
Buteikis,43
Kačanauskas,43
Klevinskas,43
Narvydas,43
Lengvinas,43
Aniulis,43
Ruzgys,42
Buinevičius,42
Lazdauskas,42
Šimanauskas,42
Adomėnas,42
Rukšėnas,42
Volskas,42
Šalaševičius,42
Cicėnas,42
Dapšys,42
Jurgelaitis,42
Vičiulis,42
Jurkūnas,42
Alšauskas,42
Mikučionis,42
Matiukas,42
Pakėnas,42
Vaicekauskas,42
Akstinas,42
Rugulys,42
Jackūnas,42
Makūnas,42
Simonaitis,42
Ragaišis,42
Martinėnas,42
Gaižauskas,42
Matuševičius,42
Koženiauskas,42
Čiurlys,42
Idzelis,42
Šapoka,42
Kondratas,42
Staškūnas,42
Dragūnas,42
Drazdauskas,42
Padagas,42
Skrandys,42
Usevičius,42
Kačinskas,42
Jundulas,42
Beinoras,42
Bunevičius,42
Matukas,42
Skersis,42
Saulevičius,42
Milevskas,42
Lauraitis,42
Gajauskas,42
Meškys,42
Ruslys,42
Klova,42
Uselis,42
Bartoševičius,42
Žvikas,42
Bilinskas,42
Pranskūnas,42
Pumputis,41
Jurgelionis,41
Kupčinskas,41
Žalkauskas,41
Digrys,41
Miglinas,41
Daugvila,41
Merkelis,41
Milaknis,41
Aleksiejūnas,41
Mikelionis,41
Vildžiūnas,41
Ašmutaitis,41
Radvilavičius,41
Šležas,41
Ostrauskas,41
Šernius,41
Zablockas,41
Liutika,41
Šilinis,41
Mikšta,41
Vytė,41
Cechanavičius,41
Račys,41
Sirtautas,41
Globys,41
Neniškis,41
Janauskas,41
Poderis,41
Moras,41
Šukaitis,41
Beleckas,41
Daniūnas,41
Bingelis,41
Michnevičius,41
Noreikis,41
Šuišelis,41
Dimša,41
Rimeikis,41
Kesminas,41
Gužas,41
Gasparavičius,40
Maciejauskas,40
Rudis,40
Gudonis,40
Žilionis,40
Kšivickas,40
Šalna,40
Platakis,40
Liberis,40
Čirvinskas,40
Preibys,40
Tamkevičius,40
Jonuška,40
Kojelis,40
Žostautas,40
Urba,40
Ivoška,40
Sebeckas,40
Kozlauskas,40
Mažeika,40
Janušonis,40
Zaleskas,40
Bražiūnas,40
Liubinas,40
Mikoliūnas,40
Amšiejus,40
Šmigelskas,40
Satkevičius,40
Bagušis,40
Raišis,40
Medekša,40
Dulskas,40
Jašinskas,40
Šaučiulis,40
Gurklys,40
Valickas,40
Barštys,40
Bielinis,40
Garlaskas,40
Pilibaitis,40
Juodaitis,40
Balčikonis,40
Bušma,40
Kazragis,40
Šimanskas,40
Bimbiris,40
Kniukšta,39
Lygnugaris,39
Vaitiekaitis,39
Bilius,39
Klišys,39
Vaznys,39
Kuzminskas,39
Bertulis,39
Strimaitis,39
Tumosa,39
Poviliūnas,39
Švėgžda,39
Lubys,39
Romeika,39
Plokštys,39
Bučas,39
Karbauskas,39
Kubiliūnas,39
Gervinas,39
Gerulaitis,39
Sabeckas,39
Randis,39
Skystimas,39
Straukas,39
Statkus,39
Kandratavičius,39
Statkus,39
Kalibatas,39
Levinas,39
Dovidavičius,39
Barkauskas,39
Endrėjauskas,39
Masevičius,39
Lastauskas,39
Sabaliauskas,39
Mazalauskas,39
Jakštaitis,39
Endriejauskis,39
Stacevičius,39
Mieliauskas,39
Juodeikis,39
Vaikšnoras,39
Jančys,39
Šiugždinis,39
Vainius,39
Gudauskas,39
Grudzinskas,39
Bartasevičius,39
Paukštis,39
Pažėra,39
Bardauskas,39
Peleikis,38
Ačas,38
Babravičius,38
Urbelis,38
Mazūra,38
Žiukas,38
Radžius,38
Rudžionis,38
Daukintis,38
Džiaugys,38
Čapkauskas,38
Žadeikis,38
Nakas,38
Cekanavičius,38
Mardosas,38
Garmus,38
Kaušylas,38
Gižas,38
Sidaravičius,38
Bulka,38
Zvicevičius,38
Grabliauskas,38
Girnius,38
Bertaitis,38
Stašaitis,38
Dumbrauskas,38
Račas,38
Lesčinskas,38
Baltakys,38
Mažionis,38
Neumanas,38
Danyla,38
Diržys,38
Meižys,38
Arbačiauskas,38
Šuminas,38
Velykis,38
Vičius,38
Gliaudelis,38
Sadzevičius,38
Puskunigis,38
Ruželė,38
Eidukevičius,38
Kairiūkštis,38
Stanislovaitis,38
Eimontas,38
Urbaitis,38
Aušra,38
Surblys,38
Baniulis,38
Šarkauskas,38
Gailevičius,38
Šileris,38
Pempė,38
Rimgaila,38
Bucevičius,38
Kairis,38
Gustis,38
Srėbalius,38
Bajelis,38
Petrauskas,37
Kaselis,37
Račinskas,37
Nekrašas,37
Švagždys,37
Eidrigevičius,37
Zabiela,37
Rapalis,37
Strumskys,37
Bertulis,37
Cypa,37
Gruzdys,37
Gložaitis,37
Juškys,37
Pavydis,37
Jurjonas,37
Ėzynas,37
Kondratavičius,37
Nedzinskas,37
Puškorius,37
Samulionis,37
Lupeikis,37
Pėkus,37
Vengalis,37
Gineitis,37
Kulys,37
Karoblis,37
Jasiukaitis,37
Trakys,37
Uscila,37
Černauskas,37
Mazurkevičius,37
Valius,37
Leipus,37
Andrašiūnas,37
Albrechtas,37
